occ_year,occ_month,difference,location,bicycle_status
2015,9,0,Outside,STOLEN
2015,9,0,Apartment,UNKNOWN
2015,9,1,Outside,STOLEN
2015,9,0,Outside,STOLEN
2015,9,0,Outside,STOLEN
2015,9,0,Apartment,UNKNOWN
2015,9,0,Outside,STOLEN
2015,9,0,Outside,STOLEN
2015,9,0,House,STOLEN
2015,9,0,Educational,STOLEN
2015,9,0,Transit,STOLEN
2015,9,2,Outside,STOLEN
2015,9,1,House,STOLEN
2015,9,0,Outside,STOLEN
2015,8,54,Other,STOLEN
2015,9,1,Outside,STOLEN
2015,9,3,Commercial,STOLEN
2015,9,22,Outside,STOLEN
2015,9,0,House,STOLEN
2015,9,0,House,STOLEN
2015,9,1,Outside,STOLEN
2015,9,20,House,STOLEN
2015,9,0,Outside,STOLEN
2015,9,1,House,STOLEN
2015,8,35,Apartment,STOLEN
2015,9,0,Other,STOLEN
2015,9,1,Commercial,STOLEN
2015,9,1,Apartment,STOLEN
2015,9,0,Educational,STOLEN
2015,9,14,Outside,STOLEN
2015,9,0,Commercial,STOLEN
2015,9,3,Outside,STOLEN
2015,9,0,Apartment,STOLEN
2015,7,74,Apartment,STOLEN
2015,9,3,House,STOLEN
2015,9,0,Apartment,STOLEN
2015,9,1,House,STOLEN
2015,9,3,Other,STOLEN
2015,9,2,Other,STOLEN
2015,9,1,Apartment,STOLEN
2015,9,11,Outside,STOLEN
2015,9,4,Educational,STOLEN
2015,9,3,House,STOLEN
2015,9,4,Educational,STOLEN
2015,9,0,Outside,STOLEN
2015,9,19,Apartment,STOLEN
2015,9,12,Outside,STOLEN
2015,9,1,Educational,STOLEN
2015,9,2,House,STOLEN
2015,9,3,House,STOLEN
2015,9,5,Apartment,STOLEN
2015,9,1,Apartment,STOLEN
2015,9,2,Apartment,STOLEN
2015,9,1,Outside,STOLEN
2015,9,14,Apartment,STOLEN
2015,9,1,Apartment,STOLEN
2015,9,2,Apartment,STOLEN
2015,9,2,Apartment,STOLEN
2015,9,0,Apartment,STOLEN
2015,9,0,Outside,STOLEN
2015,9,2,Apartment,STOLEN
2015,9,1,Apartment,STOLEN
2015,9,0,Apartment,STOLEN
2015,9,1,Other,STOLEN
2015,9,1,Commercial,STOLEN
2015,10,0,Other,STOLEN
2015,10,0,House,STOLEN
2015,10,0,Commercial,STOLEN
2015,9,2,Outside,STOLEN
2015,9,2,Outside,STOLEN
2015,9,2,House,STOLEN
2015,9,6,Transit,STOLEN
2015,10,1,Apartment,STOLEN
2015,10,0,Commercial,STOLEN
2015,9,2,House,STOLEN
2015,9,8,Commercial,STOLEN
2015,9,6,Commercial,STOLEN
2015,9,9,House,STOLEN
2015,10,0,Other,STOLEN
2015,9,6,Commercial,STOLEN
2015,10,0,Outside,STOLEN
2015,9,3,Outside,STOLEN
2015,9,5,Outside,STOLEN
2015,10,0,Educational,STOLEN
2015,10,0,Outside,STOLEN
2015,9,30,Commercial,STOLEN
2015,10,2,Outside,STOLEN
2015,9,4,Apartment,STOLEN
2015,7,77,House,STOLEN
2015,9,4,Other,STOLEN
2015,10,3,Other,STOLEN
2015,10,1,Outside,STOLEN
2015,9,4,Apartment,STOLEN
2015,9,11,House,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,1,Outside,STOLEN
2015,10,1,Apartment,STOLEN
2015,9,5,Apartment,STOLEN
2015,10,0,House,UNKNOWN
2015,10,0,Outside,STOLEN
2015,10,0,Other,STOLEN
2015,10,3,Transit,STOLEN
2015,10,3,Outside,STOLEN
2015,10,3,Outside,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,1,Apartment,STOLEN
2015,10,1,House,STOLEN
2015,10,2,Other,STOLEN
2015,10,2,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,House,STOLEN
2015,10,1,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,1,Educational,STOLEN
2015,10,1,Other,UNKNOWN
2015,10,0,Outside,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,0,House,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,1,Educational,STOLEN
2015,7,76,Outside,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,Other,STOLEN
2015,10,1,Apartment,STOLEN
2015,10,1,Outside,STOLEN
2015,9,11,Other,STOLEN
2015,10,3,Other,STOLEN
2015,10,1,Outside,STOLEN
2015,9,11,Outside,STOLEN
2015,10,2,Other,STOLEN
2015,10,3,Apartment,STOLEN
2015,10,3,Educational,STOLEN
2015,10,6,House,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,2,Outside,STOLEN
2015,10,2,Apartment,STOLEN
2015,10,1,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,1,Apartment,STOLEN
2015,9,14,Apartment,STOLEN
2015,10,0,Outside,STOLEN
2015,10,2,Apartment,STOLEN
2015,10,1,Outside,STOLEN
2015,10,3,House,STOLEN
2015,9,27,Apartment,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,0,Apartment,STOLEN
2015,9,21,House,STOLEN
2015,10,11,Apartment,STOLEN
2015,10,1,Other,STOLEN
2015,10,1,Other,STOLEN
2015,10,2,Educational,STOLEN
2015,10,0,Outside,STOLEN
2015,10,1,Apartment,STOLEN
2015,10,8,Apartment,STOLEN
2015,10,1,Outside,STOLEN
2015,10,1,Other,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Commercial,RECOVERED
2015,10,1,Outside,STOLEN
2015,10,1,Other,STOLEN
2015,10,1,Other,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,1,Other,STOLEN
2015,10,1,Apartment,STOLEN
2015,9,17,House,STOLEN
2015,10,7,Apartment,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,3,Other,STOLEN
2015,10,0,House,STOLEN
2015,10,6,Educational,STOLEN
2015,10,5,Commercial,STOLEN
2015,8,47,Apartment,STOLEN
2015,10,4,Apartment,STOLEN
2015,10,4,Apartment,STOLEN
2015,10,5,Outside,STOLEN
2015,10,2,House,STOLEN
2015,10,3,House,STOLEN
2015,10,1,Transit,STOLEN
2015,10,14,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,0,House,STOLEN
2015,9,25,Apartment,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,2,House,STOLEN
2015,10,9,Educational,STOLEN
2015,10,1,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,6,Educational,STOLEN
2015,10,1,House,STOLEN
2015,10,10,Outside,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,11,Commercial,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,0,Outside,UNKNOWN
2015,10,0,Educational,STOLEN
2015,10,6,House,STOLEN
2015,10,7,House,STOLEN
2015,10,0,Educational,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,1,Educational,STOLEN
2015,10,0,Apartment,STOLEN
2015,7,93,Other,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,2,Commercial,STOLEN
2015,9,27,Apartment,STOLEN
2015,10,0,Commercial,UNKNOWN
2015,10,3,Outside,STOLEN
2015,10,1,House,STOLEN
2015,10,11,Outside,STOLEN
2015,9,27,Apartment,STOLEN
2015,10,3,Outside,STOLEN
2015,10,4,Commercial,UNKNOWN
2015,10,2,Transit,STOLEN
2015,10,0,House,STOLEN
2015,10,2,Apartment,STOLEN
2015,10,4,Commercial,UNKNOWN
2015,10,0,Apartment,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,0,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,2,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Outside,UNKNOWN
2015,10,0,House,STOLEN
2015,10,2,Apartment,STOLEN
2015,10,2,House,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,4,Apartment,STOLEN
2015,10,0,Other,STOLEN
2015,10,0,Educational,STOLEN
2015,10,7,Educational,STOLEN
2015,10,5,Educational,STOLEN
2015,10,2,House,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,Outside,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,2,House,STOLEN
2015,10,2,House,STOLEN
2015,10,7,House,STOLEN
2015,10,1,Educational,STOLEN
2015,10,8,Educational,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,1,Apartment,STOLEN
2015,10,0,Outside,STOLEN
2015,10,5,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,2,Educational,STOLEN
2015,10,2,Outside,STOLEN
2015,10,1,Apartment,STOLEN
2015,10,1,Educational,STOLEN
2015,10,8,Other,STOLEN
2015,10,12,Outside,STOLEN
2015,10,1,Outside,STOLEN
2015,10,14,Other,STOLEN
2015,10,20,Other,STOLEN
2015,10,7,Educational,STOLEN
2015,10,8,Other,STOLEN
2015,10,1,Other,STOLEN
2015,10,2,Educational,STOLEN
2015,10,2,Apartment,STOLEN
2015,10,2,Outside,STOLEN
2015,10,8,Other,STOLEN
2015,10,12,House,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,2,Commercial,STOLEN
2015,10,2,Outside,STOLEN
2015,10,12,House,STOLEN
2015,10,1,Commercial,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,House,STOLEN
2015,10,2,Educational,STOLEN
2015,10,0,Outside,STOLEN
2015,10,3,Outside,STOLEN
2015,9,41,Other,STOLEN
2015,10,0,Educational,STOLEN
2015,10,0,Apartment,STOLEN
2015,10,0,Outside,STOLEN
2015,10,9,Educational,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,5,House,STOLEN
2015,10,0,House,STOLEN
2015,10,4,Transit,STOLEN
2015,10,1,Outside,STOLEN
2015,10,0,Outside,STOLEN
2015,10,13,House,STOLEN
2015,10,7,Apartment,STOLEN
2015,10,1,House,STOLEN
2015,10,0,House,STOLEN
2015,10,0,House,STOLEN
2015,10,3,Other,RECOVERED
2015,10,1,House,UNKNOWN
2015,10,1,Commercial,STOLEN
2015,10,0,Outside,STOLEN
2015,10,0,Other,STOLEN
2015,10,0,House,STOLEN
2015,10,27,Apartment,STOLEN
2015,9,35,Outside,STOLEN
2015,10,0,Outside,STOLEN
2015,10,4,Educational,STOLEN
2015,10,0,Commercial,STOLEN
2015,10,1,House,STOLEN
2015,10,2,Commercial,STOLEN
2015,10,0,Outside,STOLEN
2015,9,58,Outside,STOLEN
2015,10,0,Other,UNKNOWN
2015,10,0,Other,STOLEN
2015,10,3,Outside,STOLEN
2015,10,1,Apartment,STOLEN
2015,10,10,Apartment,STOLEN
2015,10,0,Other,UNKNOWN
2015,10,0,Outside,STOLEN
2015,10,5,Apartment,STOLEN
2015,10,0,Other,STOLEN
2015,10,6,Outside,STOLEN
2015,10,16,Apartment,STOLEN
2015,10,1,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,10,10,Apartment,STOLEN
2015,10,3,House,STOLEN
2015,10,29,Other,STOLEN
2015,11,0,House,STOLEN
2015,10,21,Other,STOLEN
2015,10,2,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,10,3,House,STOLEN
2015,11,1,Outside,STOLEN
2015,11,0,Apartment,STOLEN
2015,10,3,Outside,STOLEN
2015,11,1,Educational,STOLEN
2015,11,1,Apartment,STOLEN
2015,10,10,Apartment,STOLEN
2015,10,4,House,STOLEN
2015,11,1,Educational,STOLEN
2015,11,0,Other,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,0,Apartment,STOLEN
2015,10,23,Outside,STOLEN
2015,10,20,Other,STOLEN
2015,10,4,Commercial,STOLEN
2015,11,0,House,UNKNOWN
2015,10,26,Commercial,STOLEN
2015,10,3,Commercial,STOLEN
2015,10,25,Apartment,STOLEN
2015,11,1,Outside,STOLEN
2015,11,2,Educational,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,0,House,STOLEN
2015,11,0,Outside,STOLEN
2015,10,8,Other,STOLEN
2015,11,2,Educational,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,1,Outside,STOLEN
2015,10,24,Commercial,STOLEN
2015,10,11,Outside,STOLEN
2015,11,1,Outside,STOLEN
2015,11,4,Educational,STOLEN
2015,11,3,Commercial,STOLEN
2015,11,1,Transit,STOLEN
2015,10,8,Outside,STOLEN
2015,11,2,House,STOLEN
2015,11,1,Commercial,STOLEN
2015,11,4,Educational,STOLEN
2015,10,19,Outside,STOLEN
2015,11,0,House,STOLEN
2015,11,3,Outside,STOLEN
2015,10,7,Outside,STOLEN
2015,11,0,Apartment,STOLEN
2015,10,7,Outside,STOLEN
2015,11,2,Outside,STOLEN
2015,10,13,Apartment,STOLEN
2015,11,0,House,STOLEN
2015,10,27,Commercial,STOLEN
2015,11,1,Commercial,STOLEN
2015,11,1,House,STOLEN
2015,11,0,Outside,STOLEN
2015,10,32,Commercial,STOLEN
2015,11,0,Outside,STOLEN
2015,11,1,House,STOLEN
2015,10,26,Commercial,STOLEN
2015,11,0,House,STOLEN
2015,10,21,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,11,0,Educational,STOLEN
2015,11,1,Apartment,STOLEN
2015,11,0,Transit,STOLEN
2015,10,9,Other,STOLEN
2015,11,0,Other,STOLEN
2015,11,0,Commercial,STOLEN
2015,9,48,Educational,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,8,Outside,STOLEN
2015,10,32,Outside,STOLEN
2015,10,22,Apartment,STOLEN
2015,11,1,Other,STOLEN
2015,10,31,Commercial,STOLEN
2015,11,8,Commercial,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,0,Commercial,STOLEN
2015,10,13,Outside,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,3,Educational,STOLEN
2015,10,30,Outside,STOLEN
2015,11,1,Other,STOLEN
2015,10,30,Outside,STOLEN
2015,11,8,Commercial,STOLEN
2015,11,7,Outside,STOLEN
2015,11,2,House,STOLEN
2015,11,0,House,STOLEN
2015,11,1,House,STOLEN
2015,11,5,Outside,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,1,Outside,STOLEN
2015,10,13,Transit,STOLEN
2015,11,2,Commercial,STOLEN
2015,11,3,House,STOLEN
2015,10,41,House,STOLEN
2015,10,20,House,STOLEN
2015,11,4,Outside,STOLEN
2015,11,6,Outside,STOLEN
2015,11,6,Outside,STOLEN
2015,11,4,Outside,STOLEN
2015,11,0,House,STOLEN
2015,11,0,Outside,STOLEN
2015,11,6,House,STOLEN
2015,11,3,Outside,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,0,Educational,STOLEN
2015,11,0,Outside,STOLEN
2015,11,0,House,STOLEN
2015,10,23,Apartment,STOLEN
2015,10,21,Apartment,STOLEN
2015,11,0,House,STOLEN
2015,11,11,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,11,0,Commercial,UNKNOWN
2015,10,15,Educational,STOLEN
2015,11,12,Outside,STOLEN
2015,11,5,Outside,STOLEN
2015,11,1,House,STOLEN
2015,11,5,Outside,UNKNOWN
2015,10,21,Other,UNKNOWN
2015,11,2,Apartment,STOLEN
2015,11,0,Other,STOLEN
2015,11,2,Apartment,STOLEN
2015,11,2,Apartment,STOLEN
2015,11,2,Apartment,STOLEN
2015,11,2,Apartment,STOLEN
2015,11,1,House,STOLEN
2015,11,1,House,STOLEN
2015,11,5,Outside,STOLEN
2015,11,1,Outside,STOLEN
2015,11,3,Commercial,STOLEN
2015,11,3,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,11,3,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,11,0,Apartment,UNKNOWN
2015,11,6,House,STOLEN
2015,11,4,Apartment,STOLEN
2015,11,0,Outside,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,2,Outside,STOLEN
2015,11,0,House,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,1,Other,STOLEN
2015,11,1,Outside,STOLEN
2015,11,13,Educational,STOLEN
2015,11,2,Outside,STOLEN
2015,10,20,Educational,STOLEN
2015,11,2,Commercial,STOLEN
2015,11,1,House,STOLEN
2015,11,2,Outside,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,6,House,STOLEN
2015,11,4,Other,STOLEN
2015,11,0,Outside,STOLEN
2015,11,2,Outside,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,0,Outside,STOLEN
2015,11,1,Outside,STOLEN
2015,11,0,Commercial,UNKNOWN
2015,11,0,Commercial,STOLEN
2015,11,2,Other,STOLEN
2015,11,1,House,STOLEN
2015,11,0,Other,STOLEN
2015,11,1,House,STOLEN
2015,11,1,House,STOLEN
2015,11,0,Outside,STOLEN
2015,11,0,Outside,STOLEN
2015,11,16,Apartment,STOLEN
2015,11,0,Outside,STOLEN
2015,11,1,House,STOLEN
2015,11,1,House,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,1,Apartment,STOLEN
2015,11,17,House,STOLEN
2015,11,16,Apartment,STOLEN
2015,11,0,Outside,STOLEN
2015,10,35,Other,STOLEN
2015,11,3,Apartment,STOLEN
2015,11,0,Educational,STOLEN
2015,11,0,House,UNKNOWN
2015,11,0,Outside,UNKNOWN
2015,11,4,Apartment,STOLEN
2015,11,8,Apartment,STOLEN
2015,11,0,House,STOLEN
2015,11,5,Commercial,STOLEN
2015,11,0,Commercial,STOLEN
2015,11,0,Other,STOLEN
2015,11,14,Apartment,STOLEN
2015,11,4,Outside,STOLEN
2015,11,1,Outside,STOLEN
2015,11,1,Educational,STOLEN
2015,11,8,Outside,STOLEN
2015,11,8,Apartment,STOLEN
2015,11,1,Other,STOLEN
2015,11,0,House,STOLEN
2015,11,1,Outside,STOLEN
2015,11,2,Outside,STOLEN
2015,11,16,Outside,STOLEN
2015,11,4,House,STOLEN
2015,4,214,Apartment,STOLEN
2015,11,11,Commercial,STOLEN
2015,11,0,House,STOLEN
2015,11,2,Apartment,STOLEN
2015,11,2,Outside,STOLEN
2015,11,0,Other,STOLEN
2015,11,1,House,STOLEN
2015,11,0,Apartment,STOLEN
2015,11,2,Outside,STOLEN
2015,7,135,Commercial,STOLEN
2015,7,135,Commercial,STOLEN
2015,11,2,Outside,STOLEN
2015,11,1,Commercial,STOLEN
2015,11,8,Commercial,STOLEN
2015,11,5,Commercial,STOLEN
2015,12,0,Commercial,STOLEN
2015,11,5,Commercial,STOLEN
2015,11,3,Apartment,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,1,Other,STOLEN
2015,11,17,Apartment,STOLEN
2015,11,5,House,STOLEN
2015,12,1,Outside,UNKNOWN
2015,11,19,Apartment,STOLEN
2015,11,15,Commercial,STOLEN
2015,11,10,Other,RECOVERED
2015,12,2,House,STOLEN
2015,9,94,Apartment,STOLEN
2015,12,1,Apartment,STOLEN
2015,12,0,Outside,STOLEN
2015,11,12,Apartment,STOLEN
2015,12,3,Other,STOLEN
2015,12,2,Commercial,STOLEN
2015,12,0,House,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,0,Educational,STOLEN
2015,12,0,Educational,STOLEN
2015,12,3,House,STOLEN
2015,11,25,Apartment,STOLEN
2015,12,1,House,STOLEN
2015,12,0,Apartment,STOLEN
2015,12,1,House,STOLEN
2015,12,2,House,STOLEN
2015,12,1,Outside,STOLEN
2015,12,4,Educational,STOLEN
2015,12,1,House,STOLEN
2015,12,4,Apartment,STOLEN
2015,11,25,Apartment,STOLEN
2015,12,2,House,STOLEN
2015,12,0,Other,STOLEN
2015,12,2,House,STOLEN
2015,12,1,Outside,STOLEN
2015,11,14,Apartment,STOLEN
2015,11,14,Apartment,STOLEN
2015,10,52,Transit,STOLEN
2015,12,0,Apartment,STOLEN
2015,11,20,Educational,STOLEN
2015,12,0,Other,STOLEN
2015,12,1,Commercial,STOLEN
2015,12,1,Apartment,STOLEN
2015,12,1,Outside,STOLEN
2015,12,0,Outside,STOLEN
2015,12,1,Commercial,STOLEN
2015,12,1,Outside,STOLEN
2015,12,0,Educational,STOLEN
2015,12,0,Outside,STOLEN
2015,11,18,Educational,STOLEN
2015,12,0,Outside,STOLEN
2015,12,1,Apartment,STOLEN
2015,12,1,House,STOLEN
2015,12,0,Outside,STOLEN
2015,12,4,Apartment,STOLEN
2015,12,2,Educational,STOLEN
2015,11,21,House,STOLEN
2015,11,21,House,STOLEN
2015,12,0,Other,UNKNOWN
2015,11,37,Apartment,STOLEN
2015,12,0,Commercial,UNKNOWN
2015,12,1,Other,STOLEN
2015,12,0,Apartment,STOLEN
2015,12,0,Other,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,1,House,STOLEN
2015,11,18,House,STOLEN
2015,11,21,Educational,RECOVERED
2015,11,28,Educational,STOLEN
2015,12,1,House,STOLEN
2015,12,0,Outside,STOLEN
2015,12,0,House,STOLEN
2015,12,0,Outside,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,1,House,STOLEN
2015,12,3,Apartment,STOLEN
2015,11,22,Educational,STOLEN
2015,12,1,Apartment,STOLEN
2015,10,56,Apartment,STOLEN
2015,12,0,Outside,STOLEN
2015,12,9,Commercial,STOLEN
2015,12,1,Apartment,STOLEN
2015,12,1,Commercial,STOLEN
2015,11,20,Educational,STOLEN
2015,12,2,Outside,STOLEN
2015,12,2,House,STOLEN
2015,12,3,Other,STOLEN
2015,12,0,Apartment,STOLEN
2015,12,9,Apartment,STOLEN
2015,12,1,Other,STOLEN
2015,12,3,Other,STOLEN
2015,12,9,Apartment,STOLEN
2015,11,17,Educational,STOLEN
2015,12,1,Outside,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,3,Apartment,STOLEN
2015,12,0,Outside,STOLEN
2015,12,5,Apartment,STOLEN
2015,12,1,Commercial,STOLEN
2015,12,5,Commercial,STOLEN
2015,12,1,Apartment,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,1,House,STOLEN
2015,12,0,Educational,STOLEN
2015,12,14,Commercial,STOLEN
2015,12,0,Outside,UNKNOWN
2015,12,0,House,STOLEN
2015,12,1,Outside,STOLEN
2015,12,0,Outside,UNKNOWN
2015,12,1,House,STOLEN
2015,12,0,Outside,STOLEN
2015,12,1,Commercial,STOLEN
2015,12,0,Outside,UNKNOWN
2015,12,0,Outside,STOLEN
2015,12,1,House,STOLEN
2015,12,0,House,STOLEN
2015,12,0,Outside,STOLEN
2015,12,1,Other,STOLEN
2015,12,0,Apartment,STOLEN
2015,10,79,Outside,STOLEN
2015,12,2,House,STOLEN
2015,12,0,Outside,STOLEN
2015,12,0,Apartment,STOLEN
2015,12,0,House,RECOVERED
2015,12,7,Commercial,STOLEN
2015,12,7,Outside,STOLEN
2015,12,25,Educational,STOLEN
2015,12,0,Commercial,STOLEN
2015,12,5,Commercial,STOLEN
2015,12,5,Outside,STOLEN
2015,12,11,Outside,STOLEN
2015,12,17,House,STOLEN
2015,12,0,House,UNKNOWN
2015,12,22,Educational,STOLEN
2015,12,0,House,UNKNOWN
2015,12,0,House,UNKNOWN
2015,12,2,Other,STOLEN
2015,12,10,Outside,STOLEN
2015,12,2,Other,STOLEN
2015,12,4,Commercial,STOLEN
2015,12,4,Commercial,STOLEN
2015,12,1,Outside,STOLEN
2015,12,15,Outside,STOLEN
2014,12,366,House,STOLEN
2016,1,1,Commercial,STOLEN
2016,1,0,Apartment,STOLEN
2015,12,18,Other,STOLEN
2015,10,64,Apartment,STOLEN
2015,12,16,Apartment,STOLEN
2015,12,12,Outside,STOLEN
2015,12,14,Apartment,STOLEN
2016,1,2,Outside,STOLEN
2015,12,34,Outside,STOLEN
2015,12,18,Educational,STOLEN
2015,11,54,Outside,STOLEN
2016,1,0,Outside,RECOVERED
2016,1,2,Outside,STOLEN
2016,1,1,Apartment,STOLEN
2015,12,34,Apartment,STOLEN
2016,1,0,House,STOLEN
2015,12,19,Commercial,STOLEN
2016,1,0,House,STOLEN
2016,1,2,Apartment,STOLEN
2016,1,2,Outside,STOLEN
2016,1,0,Outside,STOLEN
2016,1,1,Outside,STOLEN
2016,1,1,Outside,STOLEN
2015,11,46,Other,STOLEN
2016,1,7,Commercial,STOLEN
2014,12,380,Commercial,STOLEN
2016,1,7,Commercial,STOLEN
2016,1,7,Commercial,STOLEN
2016,1,1,House,RECOVERED
2016,1,1,House,STOLEN
2016,1,1,House,STOLEN
2015,1,365,House,STOLEN
2016,1,1,House,STOLEN
2016,1,0,Apartment,STOLEN
2016,1,1,Other,STOLEN
2016,1,2,Other,STOLEN
2016,1,0,House,STOLEN
2015,11,55,Other,STOLEN
2016,1,0,House,STOLEN
2016,1,1,Apartment,STOLEN
2016,1,0,Outside,STOLEN
2015,9,107,Apartment,STOLEN
2015,11,55,Other,STOLEN
2015,12,30,Apartment,STOLEN
2016,1,12,Commercial,STOLEN
2016,1,1,Apartment,STOLEN
2016,1,0,Educational,STOLEN
2016,1,3,Educational,STOLEN
2016,1,0,Outside,STOLEN
2016,1,1,House,STOLEN
2015,12,25,Apartment,STOLEN
2016,1,1,Commercial,STOLEN
2016,1,0,House,UNKNOWN
2015,12,25,Outside,STOLEN
2016,1,0,Commercial,STOLEN
2016,1,4,Apartment,STOLEN
2016,1,3,House,STOLEN
2016,1,2,Other,STOLEN
2016,1,3,House,STOLEN
2016,1,2,Apartment,STOLEN
2016,1,0,House,STOLEN
2016,1,0,Educational,STOLEN
2016,1,7,Outside,STOLEN
2016,1,12,Apartment,STOLEN
2016,1,5,Apartment,STOLEN
2016,1,1,Educational,STOLEN
2016,1,1,Outside,STOLEN
2015,11,67,Other,STOLEN
2016,1,1,House,STOLEN
2016,1,1,House,STOLEN
2016,1,0,Apartment,STOLEN
2016,1,1,Outside,STOLEN
2016,1,0,Apartment,STOLEN
2016,1,0,Commercial,STOLEN
2016,1,1,Apartment,STOLEN
2016,1,0,Apartment,STOLEN
2016,1,1,Outside,STOLEN
2016,1,9,Outside,STOLEN
2016,1,9,Outside,STOLEN
2016,1,6,Outside,RECOVERED
2016,1,3,Educational,STOLEN
2016,1,6,Outside,STOLEN
2016,1,1,Outside,STOLEN
2016,1,0,Outside,STOLEN
2016,1,0,Outside,STOLEN
2016,1,1,House,STOLEN
2016,1,4,Outside,STOLEN
2016,1,1,House,STOLEN
2016,1,4,Outside,STOLEN
2016,1,23,House,STOLEN
2016,1,1,Outside,STOLEN
2016,1,0,Apartment,STOLEN
2016,1,1,Apartment,STOLEN
2016,1,4,Outside,STOLEN
2016,1,27,Outside,STOLEN
2016,1,0,Educational,STOLEN
2016,1,4,Outside,STOLEN
2016,1,0,Apartment,UNKNOWN
2016,1,0,Other,STOLEN
2016,1,1,Apartment,STOLEN
2016,1,2,Outside,STOLEN
2016,1,1,Apartment,STOLEN
2016,1,5,Apartment,STOLEN
2015,12,43,House,STOLEN
2016,1,2,Other,STOLEN
2016,2,0,Apartment,STOLEN
2016,2,0,Transit,STOLEN
2016,1,30,Apartment,STOLEN
2016,1,6,Commercial,STOLEN
2016,2,1,Apartment,STOLEN
2016,2,0,Outside,STOLEN
2016,2,0,Apartment,STOLEN
2016,2,0,Outside,STOLEN
2016,2,2,Educational,STOLEN
2016,2,1,Outside,STOLEN
2016,2,0,Commercial,STOLEN
2016,2,2,House,STOLEN
2016,2,0,Outside,UNKNOWN
2016,2,0,Outside,UNKNOWN
2016,2,1,House,UNKNOWN
